0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.0806241,0.08459007,-0.051900633,0.07845464,-0.04270865,0.0326375,-0.018027239,-0.07405565,-0.055898286,0.045792304,-0.06863267,-0.015308309,-0.053403407,0.0032138377,-0.036838993,0.05888621,0.10251495,-0.04668101,-0.027116232,0.012958536,-0.046770997,-0.06961398,0.020897562,0.008520002,-0.037365112,-0.017052937,-0.03705185,-0.08946762,-0.045214936,-0.05213967,-0.008355856,0.08362442,-0.04846922,0.055743996,-0.012831901,0.03316656,-0.008866362,0.037663307,-0.0358482,0.0038596778,0.002642381,0.052597135,0.10305476,0.07713933,-0.08055288,-0.09822395,-0.02765223,-0.008047603,0.033752494,0.008049573,0.017778594,0.06754215,-0.038528662,0.0022993647,0.06901342,-0.07503965,0.09426114,-0.05978948,0.06942624,0.012849562,0.038231615,0.028420165,0.047973312,0.027628092,-0.03944797,0.052059643,0.017456345,0.0057507376,0.042008206,0.018865578,-0.036703594,-0.116520256,-0.0410477,0.059044227,-0.028080495,0.057095673,-0.079286925,-0.028132275,-0.08176059,0.07532043,-0.057628524,0.06651192,0.06094932,0.06556696,-0.013549962,-0.027466204,0.06582747,0.06558151,-0.093906775,-0.05006055,0.026620619,-0.058489256,-0.04694344,-0.038189113,-0.04034452,-0.058259986,-0.07376731,0.009722829,0.030464442,-0.024722315
-0.057991017,0.061350495,-0.060170405,0.08104356,-0.045657698,0.048897933,-0.03508479,-0.09922457,-0.054562055,0.0677378,-0.060166873,-0.01155646,-0.052335322,0.016481958,-0.035305604,0.043100987,0.093905896,-0.03730367,-0.048090063,-0.009331082,-0.056595407,-0.06308309,0.027508177,0.021433422,-0.045329604,-0.014176199,-0.035727914,-0.06381567,-0.05399869,-0.056292847,0.006684649,0.07564481,-0.03969547,0.044344362,-0.030674305,0.021739695,-0.0043441355,0.05463008,-0.04661216,0.0049687196,-0.008123921,0.05483184,0.10872774,0.0621539,-0.0875989,-0.08215113,-0.01226588,-0.028388979,0.045689166,0.014004238,0.004408689,0.081185564,-0.035497665,0.008602183,0.080608234,-0.06802811,0.074628815,-0.062904105,0.065183066,0.02413153,0.04819319,0.023248015,0.035797615,0.040374145,-0.062093303,0.03670721,0.02684028,-0.024193473,0.047118764,0.0036431774,-0.04266551,-0.11079241,-0.03937634,0.034856368,-0.014155239,0.06765929,-0.04711862,-0.019947533,-0.084239356,0.07461665,-0.050754737,0.08298674,0.05585526,0.05340366,-0.005712983,-0.022057548,0.06822071,0.06770374,-0.10049473,-0.054896224,0.02471051,-0.036386292,-0.06525856,-0.040517908,-0.06518874,-0.046644133,-0.05484592,0.021445002,0.03610647,-0.020940349
-0.061594956,0.07760837,-0.056084946,0.08724688,-0.035327774,0.036437206,-0.015638059,-0.08288704,-0.049952537,0.05838167,-0.056867458,-0.008485949,-0.04310046,0.019430313,-0.03757143,0.051401414,0.10186991,-0.04608916,-0.02062447,-0.0020025354,-0.044735916,-0.07073828,0.024484161,0.011430353,-0.04291838,-0.022767946,-0.050478004,-0.07298086,-0.05198228,-0.04077493,0.009383385,0.07078056,-0.04429678,0.05755535,-0.022380594,0.03439309,0.0074294806,0.047882523,-0.041648246,0.019292958,0.0013321987,0.050563045,0.10125674,0.07728626,-0.079398885,-0.10050905,-0.021756131,-0.038275987,0.04832881,0.010738658,0.01358127,0.06816886,-0.029624432,0.011643097,0.08130939,-0.07234445,0.09386702,-0.06838286,0.06170527,0.01725094,0.03471908,0.042921245,0.03473507,0.031515896,-0.04495941,0.05790679,0.021433271,-0.0008926641,0.043614436,0.014913458,-0.028457072,-0.11983415,-0.047574185,0.05023651,-0.036185335,0.05833592,-0.060968287,-0.027136257,-0.0910222,0.06883848,-0.04924619,0.06294826,0.04972143,0.06479785,-0.019435458,-0.029559325,0.070202,0.062730625,-0.10963692,-0.04332719,0.015889203,-0.047620963,-0.064208135,-0.022843763,-0.057765257,-0.057518523,-0.0665655,0.014137107,0.023339035,-0.014571421
-0.07548028,0.08166649,-0.053433813,0.09120561,-0.033657566,0.036358252,-0.013088277,-0.075352736,-0.049822435,0.071109936,-0.04951547,-0.019130426,-0.059389293,-0.002303766,-0.021405905,0.055298723,0.09276303,-0.037548527,-0.028564619,0.012555967,-0.0562468,-0.084108256,0.026801977,0.020897089,-0.02943473,-0.018839944,-0.033040706,-0.07081218,-0.058112323,-0.04088279,0.0043501398,0.08180097,-0.041377302,0.045290653,-0.019612959,0.03627178,-0.003939703,0.042867467,-0.052988842,0.0043001133,-0.00053018704,0.049150616,0.117359795,0.061266087,-0.081979975,-0.09824851,-0.016600173,-0.021419507,0.042010244,0.0101358825,0.0144934915,0.08019685,-0.030366492,0.006263409,0.07138409,-0.07315279,0.09393323,-0.054706857,0.0737868,0.020238228,0.032443505,0.026361134,0.025624245,0.028148694,-0.046126783,0.061654933,0.027826242,-0.0047722803,0.04433567,0.021334296,-0.024936168,-0.11410855,-0.037826594,0.05321601,-0.044692215,0.05291572,-0.06968395,-0.03217377,-0.09188115,0.0766318,-0.049621258,0.061908714,0.04693698,0.06499861,-0.01488676,-0.021985227,0.07088907,0.0577987,-0.10278125,-0.04760863,0.028272428,-0.060183536,-0.059466943,-0.03634514,-0.05185407,-0.046680436,-0.06340697,0.014425767,0.023431294,-0.025705678
-0.06597288,0.07616753,-0.04603245,0.07797269,-0.04259474,0.038077287,-0.031388693,-0.07322853,-0.041254476,0.056706883,-0.0733843,-0.016051384,-0.061084665,0.024579639,-0.033859007,0.058437742,0.08423358,-0.039233416,-0.01743098,-0.019618344,-0.05588147,-0.078360446,0.03661883,0.02044934,-0.041342854,-0.023075206,-0.05353364,-0.06069538,-0.07745342,-0.03239403,-0.0026359297,0.07251036,-0.0559134,0.059909992,-0.019026462,0.01525283,0.0049310476,0.06813705,-0.03944973,0.005566875,0.012774341,0.052701935,0.11537784,0.08142602,-0.06079794,-0.08594966,-0.031330105,-0.040474977,0.038060404,0.017467521,0.010358276,0.074461676,-0.03170406,0.0052228626,0.08092699,-0.07859988,0.084080376,-0.058847286,0.063229375,0.027052218,0.022413468,0.035791643,0.025729079,0.02761291,-0.062476575,0.035251465,0.046829037,-0.018382534,0.059544317,-0.0040303133,-0.025175994,-0.1028714,-0.035298858,0.035222933,-0.031853262,0.06232659,-0.053175386,-0.0075004026,-0.076951265,0.08591664,-0.06977546,0.08354981,0.064388804,0.054723345,-0.017434556,-0.02528327,0.07017681,0.057089716,-0.114164606,-0.04647067,0.032345198,-0.039539482,-0.06493395,-0.014441792,-0.058245603,-0.044249684,-0.045432054,0.03767515,0.03205789,-0.037470255
-0.066599205,0.06968165,-0.06285123,0.07945166,-0.051464144,0.051343884,-0.020114321,-0.08858587,-0.0610139,0.067715734,-0.07935946,-0.02081153,-0.052293584,-0.0009685755,-0.013977163,0.050021216,0.09033502,-0.031279095,-0.036155295,-0.0012264438,-0.045017105,-0.07636164,0.027973715,0.027306363,-0.026710764,-0.011945467,-0.032728337,-0.06653722,-0.060901403,-0.0489308,0.019260818,0.07717189,-0.039501198,0.043832578,-0.010510333,0.021593072,-0.007716395,0.04440507,-0.030439762,0.0018832632,-0.023249675,0.060457475,0.11537419,0.06228397,-0.08450513,-0.085274726,-0.021316819,-0.022263791,0.04776337,0.004122056,0.010420503,0.07864736,-0.022367641,0.007679425,0.0844651,-0.049206316,0.10086736,-0.06268965,0.06288659,0.030188436,0.040426712,0.014097678,0.030500796,0.02733117,-0.059468783,0.061785948,0.027150217,-0.017778415,0.049033355,0.0038626567,-0.02850071,-0.100050025,-0.0609953,0.03863182,-0.019403327,0.058520302,-0.040800087,-0.011821855,-0.093726,0.07094844,-0.058709234,0.069254726,0.060522106,0.056746624,0.00015824754,-0.040414747,0.07281024,0.07335142,-0.107843965,-0.03938527,0.017091729,-0.05303881,-0.076284096,-0.029005036,-0.063776545,-0.055174097,-0.06533702,0.03342532,0.02568733,-0.028884556
-0.07356851,0.06276087,-0.0638125,0.08426475,-0.041674532,0.050526645,-0.034602508,-0.09084987,-0.068069585,0.06515879,-0.060493294,-0.017064542,-0.033409316,0.0030645821,-0.018889766,0.038432304,0.0954382,-0.042406544,-0.031019717,-0.007143856,-0.04792934,-0.07460764,0.035690844,0.0068996456,-0.02839471,-0.019897357,-0.048281983,-0.065770015,-0.06389753,-0.038035676,0.014648719,0.0708613,-0.038342215,0.0444711,-0.014762118,0.020560488,-0.0023825355,0.045699995,-0.045733616,0.010688555,-0.019589115,0.0563131,0.10950068,0.056500655,-0.066565156,-0.09889562,-0.027799737,-0.053654406,0.05021423,0.019584225,0.028217223,0.084783,-0.03310305,0.011711312,0.09480226,-0.05922586,0.100954965,-0.06847328,0.07473666,0.015812617,0.025593046,0.025014814,0.027575724,0.02387422,-0.052405223,0.064704195,0.023277413,-0.007758205,0.04392515,-0.0014572591,-0.027222501,-0.11985153,-0.04627973,0.043467626,-0.03573987,0.050565746,-0.037988346,-0.014161127,-0.09595684,0.08281249,-0.03645638,0.057526045,0.029076688,0.063070685,-0.0066663017,-0.030503932,0.06845449,0.082225785,-0.116666436,-0.052885387,0.02678283,-0.056735195,-0.081789896,-0.031038456,-0.09738918,-0.057736527,-0.057342533,0.020305946,0.026727855,-0.018978707
-0.07070331,0.07714822,-0.05565159,0.08410469,-0.046588738,0.031161187,-0.022538781,-0.07782293,-0.044167623,0.05975068,-0.06758602,-0.0155997835,-0.045634538,0.009492617,-0.019865438,0.061309926,0.07384577,-0.040319897,-0.032797255,0.008097379,-0.04895699,-0.08040616,0.021143638,0.024794787,-0.03319432,-0.016293209,-0.05568316,-0.067300834,-0.054589394,-0.042571083,0.00095621496,0.06720525,-0.05528754,0.04826316,-0.019167008,0.0317185,-0.003226515,0.053339265,-0.043910936,0.0059848544,0.0007416699,0.04849238,0.111247525,0.07666615,-0.075669944,-0.092032626,-0.02514238,-0.026567988,0.046913102,0.0025966826,0.018624559,0.08154842,-0.032657534,0.0014962368,0.07497008,-0.065648444,0.09169972,-0.078892834,0.06852505,0.020690944,0.032727562,0.036445703,0.029321622,0.025058229,-0.05780392,0.051831968,0.03514678,-0.008888327,0.052680656,0.01251201,-0.022731218,-0.10912275,-0.039263926,0.05096346,-0.03699215,0.06407493,-0.055269457,-0.009966865,-0.09184303,0.08570917,-0.061261207,0.069462396,0.06314012,0.05868572,-0.015064185,-0.03388693,0.075954445,0.06988442,-0.094356865,-0.046971977,0.04700081,-0.045434263,-0.059932735,-0.041022807,-0.06798712,-0.051108584,-0.0477821,0.03293074,0.031526215,-0.028927004
-0.06703433,0.06549753,-0.048509583,0.09404757,-0.05891122,0.027736263,-0.03818106,-0.07388812,-0.06062225,0.052376032,-0.07411777,-0.013865698,-0.046861716,0.010333848,-0.025861043,0.035793465,0.08605738,-0.05874526,-0.020546634,0.005612575,-0.046756573,-0.07936106,0.019859718,0.020328753,-0.041245215,-0.016587712,-0.06350146,-0.074951865,-0.05265243,-0.03605721,0.0061772475,0.07964658,-0.049886227,0.055967987,-0.015192177,0.021343239,-0.00939152,0.050022833,-0.034724303,0.014952173,0.007852124,0.053370994,0.10823025,0.07353481,-0.07681899,-0.08671778,-0.024172526,-0.023707842,0.026127022,0.0064515024,0.012606297,0.07149073,-0.026965912,0.009186368,0.07045678,-0.056148306,0.08527471,-0.06753384,0.06837315,0.025343057,0.038781065,0.027327657,0.02866691,0.017415997,-0.06516064,0.0393313,0.032936804,-0.0027986895,0.032081764,0.006122511,-0.027354872,-0.10509497,-0.05989327,0.05571322,-0.032146133,0.057399005,-0.06693016,-0.0125626605,-0.089021936,0.06706571,-0.042265918,0.06154964,0.04646712,0.05043702,-0.007576647,-0.025840228,0.059447527,0.08340857,-0.08997701,-0.054094627,0.02380903,-0.054762185,-0.057725795,-0.040790126,-0.059240475,-0.041825574,-0.052705325,0.022585362,0.03285485,-0.020170454
-0.064575434,0.07220655,-0.05276701,0.0866008,-0.03533321,0.035163153,-0.031601634,-0.08046357,-0.061520934,0.059382856,-0.041611996,-0.0077858744,-0.038680382,0.027769053,-0.045733813,0.055560898,0.082095526,-0.05720807,-0.03304644,-0.009806394,-0.06639841,-0.051587828,0.024691634,0.0058401693,-0.060939264,-0.023641204,-0.059137203,-0.06762479,-0.056214865,-0.027310263,0.0004975777,0.05944298,-0.034885272,0.05196474,-0.031904463,0.02183652,0.0009866022,0.054586843,-0.062292494,0.004303601,0.0152191855,0.041067135,0.09415901,0.080295056,-0.0734187,-0.0955081,-0.01299634,-0.04381221,0.038332313,0.011585965,0.01922135,0.08842238,-0.03207073,0.0070235003,0.08442301,-0.06670745,0.08709521,-0.0702908,0.080562346,0.02053095,0.046244383,0.041944977,0.019986898,0.041712284,-0.062985465,0.03707688,0.03003499,-0.014249792,0.051294383,0.012416631,-0.033579018,-0.11910392,-0.037055,0.037948586,-0.028093977,0.06598209,-0.060025763,-0.028976405,-0.09280843,0.09309071,-0.048281938,0.066731185,0.0542291,0.04815711,-0.013900478,-0.016005654,0.063187376,0.0794868,-0.09268628,-0.0485723,0.033241823,-0.038532015,-0.057338834,-0.037176356,-0.07689148,-0.04589189,-0.050956875,0.034387458,0.03545496,-0.01962161
