0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.055403423,0.06770726,-0.053628042,0.1005423,-0.03860111,0.040014,-0.024296843,-0.091666155,-0.06023017,0.049572475,-0.03410175,0.009453006,-0.032480974,0.012922504,-0.03226863,0.061380766,0.09320919,-0.04491536,-0.017353281,0.0002110172,-0.06445884,-0.06639328,0.036941618,0.015336087,-0.055989914,-0.020073712,-0.04178972,-0.0666146,-0.054156497,-0.024548637,0.010583255,0.0666998,-0.03385079,0.06216789,-0.03265512,0.0191327,0.0025788695,0.050977897,-0.04461113,0.005974552,0.022989549,0.039499428,0.12243047,0.07441598,-0.07088386,-0.108442344,-0.00905069,-0.02740416,0.0444872,0.009176026,0.015861686,0.08047964,-0.027195863,0.012697807,0.09127363,-0.08550425,0.08845557,-0.07922662,0.090180635,-0.0039860792,0.04120258,0.015346672,0.022550035,0.027624667,-0.071830004,0.03867097,0.035017624,-0.0018048418,0.039712165,0.003725972,-0.029344518,-0.11339262,-0.034214657,0.04384329,-0.04242835,0.061565414,-0.058948386,-0.020452486,-0.082577616,0.09937791,-0.04831194,0.061588798,0.047123782,0.04528126,-0.02046004,-0.038895473,0.060922444,0.079386726,-0.09595229,-0.036374222,0.026312968,-0.045898937,-0.05435641,-0.03950419,-0.068113506,-0.04625932,-0.06411107,0.03832524,0.04165166,-0.01569423
-0.07179666,0.0707983,-0.055301562,0.06047204,-0.05197921,0.037759073,-0.022377228,-0.08395096,-0.055422883,0.06386621,-0.06761689,-0.03024377,-0.058575623,0.004765341,-0.04581564,0.06299921,0.09881859,-0.047108844,-0.038098037,0.0054713073,-0.056765992,-0.059571162,0.02565285,0.013930341,-0.046710372,-0.011479605,-0.037048094,-0.09312782,-0.05263792,-0.058527708,0.0023819841,0.07479918,-0.052575283,0.04077464,-0.01517292,0.0407622,-0.014305256,0.037722647,-0.054285724,-0.01471639,-0.008267139,0.050166704,0.098184384,0.075775445,-0.081506625,-0.08715941,-0.030464146,-0.0320166,0.036795974,0.023814963,0.020318002,0.07317707,-0.03163478,-0.0009855367,0.081253104,-0.074288085,0.095921665,-0.056777872,0.075762026,0.021862444,0.029694192,0.029598305,0.040742956,0.049177222,-0.041587718,0.060780615,0.0153429955,-0.017263476,0.044480167,0.022557287,-0.036236208,-0.11330062,-0.039988726,0.04400225,-0.030637888,0.06521425,-0.054137267,-0.018492037,-0.09525909,0.0744325,-0.06898378,0.073158324,0.06860503,0.07212746,-0.012107058,-0.006847165,0.054063473,0.07008852,-0.09865218,-0.04010883,0.0317205,-0.047497705,-0.052111737,-0.03728331,-0.058830082,-0.06358425,-0.06727937,0.026227795,0.033133555,-0.01956476
-0.072940156,0.07948933,-0.059109684,0.08510258,-0.026089158,0.031519488,-0.016424716,-0.088385224,-0.053758703,0.0578193,-0.062236495,-0.0053809863,-0.046538856,0.03253138,-0.045910336,0.069341555,0.083531395,-0.047337066,-0.03910233,-0.012410597,-0.067533314,-0.06978998,0.030260822,0.009176517,-0.05603853,-0.024325503,-0.051426448,-0.07324064,-0.07114649,-0.027422663,0.006048145,0.076335505,-0.04730658,0.04868926,-0.023599137,0.02178747,0.010890294,0.05610682,-0.05055806,0.0065362095,0.010196785,0.05092895,0.10692528,0.086334825,-0.08092318,-0.09142248,-0.027746994,-0.033959027,0.036344003,0.014601966,0.014218047,0.08411123,-0.03252641,0.006242113,0.067049526,-0.07291788,0.07106927,-0.046708144,0.049885433,0.025874525,0.038182333,0.04516395,0.01539239,0.032589868,-0.05467192,0.044555597,0.037855346,0.0008262107,0.055902913,0.017789226,-0.023284582,-0.11061317,-0.025417995,0.050340958,-0.042116713,0.06886824,-0.062338527,-0.0410059,-0.09748483,0.07372555,-0.056664538,0.079249665,0.04615649,0.06537391,-0.021240119,-0.008020071,0.06997053,0.04938844,-0.10733543,-0.05431498,0.02786593,-0.042929932,-0.06110747,-0.018496808,-0.05543985,-0.047981683,-0.060088895,0.012276045,0.035410196,-0.023122437
-0.067325726,0.071157254,-0.049802884,0.06621094,-0.051919412,0.038986396,-0.027931932,-0.08360853,-0.047551706,0.0525016,-0.081336655,-0.02149771,-0.05274447,0.0145992385,-0.031793945,0.05478768,0.09996053,-0.042444877,-0.03565637,-0.011045507,-0.046159748,-0.06767374,0.028073471,0.015511608,-0.04323714,-0.013540182,-0.055182844,-0.07439773,-0.060606666,-0.05765772,0.016749064,0.08083921,-0.052451007,0.056162726,-0.015478634,0.027014488,-0.0007483922,0.049260553,-0.02719231,0.0012492305,-0.006569986,0.058992818,0.10761589,0.085641414,-0.08382744,-0.08525353,-0.033560127,-0.022348385,0.039005563,0.022706479,0.0069150627,0.06343633,-0.044377707,0.00079631805,0.08040185,-0.06510664,0.08771733,-0.05761254,0.061436065,0.024970742,0.034872215,0.03808373,0.031649113,0.037520744,-0.05212771,0.054475576,0.027783077,-0.008348325,0.04202097,0.00456281,-0.029871468,-0.10959355,-0.049248345,0.040915884,-0.034740467,0.05579886,-0.04986654,-0.011388414,-0.09107479,0.06328564,-0.047242653,0.07871116,0.06504833,0.06597324,-0.011676808,-0.012530565,0.06463486,0.065552294,-0.10327042,-0.046678435,0.023658598,-0.038343173,-0.05090952,-0.030583229,-0.055998843,-0.0584333,-0.060540468,0.01883728,0.029119335,-0.024896983
-0.06506664,0.060945686,-0.068030916,0.089615166,-0.049052715,0.03551302,-0.036790993,-0.08910174,-0.058883604,0.05129452,-0.066252105,-0.015224978,-0.039174277,0.01035423,-0.027635615,0.04224436,0.091941014,-0.06484402,-0.027279794,0.0063423635,-0.04539932,-0.07962878,0.020950865,0.020559426,-0.039099675,-0.018401662,-0.057738755,-0.07164739,-0.04730626,-0.039517455,0.007508329,0.08957105,-0.056840632,0.04717136,-0.014934639,0.023057986,0.0003069453,0.051685225,-0.03808783,0.009331942,-0.0039982833,0.047822874,0.109132774,0.07678372,-0.080571294,-0.090372436,-0.030072797,-0.02634106,0.040883407,0.0077459943,0.009564098,0.07762166,-0.026856774,-0.0069276597,0.07581372,-0.060184523,0.07804668,-0.07433952,0.07308662,0.01612341,0.03982705,0.033995457,0.031630956,0.03146676,-0.064066745,0.034748107,0.028695479,0.0014274088,0.031617604,0.01538397,-0.032182403,-0.10844152,-0.05278104,0.057729892,-0.028258828,0.056407474,-0.06100838,-0.022984695,-0.09781634,0.07417608,-0.051925156,0.06307231,0.038877122,0.050622072,-0.011839262,-0.022211896,0.06408499,0.083725214,-0.10232747,-0.06146814,0.023505144,-0.047454722,-0.062279776,-0.04003171,-0.07451145,-0.04370637,-0.04396752,0.019809805,0.028716668,-0.011916938
-0.08256504,0.066197254,-0.045635123,0.09988665,-0.038527623,0.038737044,-0.012916006,-0.08816626,-0.05089495,0.05507978,-0.06623985,-0.013887609,-0.044568464,0.007291006,-0.01444177,0.0576238,0.0974423,-0.03810609,-0.03255983,0.015644087,-0.059072375,-0.08657507,0.01908349,0.009465545,-0.030863542,0.0059464164,-0.046741776,-0.07307684,-0.07080997,-0.047302473,-0.0025684368,0.07486543,-0.054962795,0.05621247,-0.011454362,0.02835524,-0.0070118457,0.050074182,-0.036072575,0.01607505,0.005042081,0.05224923,0.13041356,0.054635786,-0.08501948,-0.09202001,-0.023358576,-0.023791393,0.04218556,0.007717007,0.016036518,0.07655605,-0.026395256,0.019673388,0.07318853,-0.06371856,0.07341041,-0.07228084,0.06086973,0.02097032,0.024516309,0.018310852,0.035403587,0.021989636,-0.061320573,0.05736069,0.024461545,0.0017926623,0.04342911,0.003420759,-0.026432397,-0.111005664,-0.045220073,0.055138513,-0.04120074,0.071921065,-0.0522231,-0.026358997,-0.09016754,0.082111135,-0.05730581,0.07009287,0.053653643,0.069969624,-0.028339896,-0.04271432,0.06953295,0.06867206,-0.09904103,-0.05145654,0.032969624,-0.046568654,-0.064810425,-0.029849961,-0.05066566,-0.04806684,-0.06832351,0.017902289,0.03873543,-0.02473605
-0.07693646,0.09233508,-0.04532604,0.08112897,-0.052894175,0.034573305,-0.023385767,-0.07566507,-0.06114289,0.051262915,-0.07708335,-0.014427224,-0.0502935,0.010888331,-0.025016025,0.063633405,0.091012634,-0.03817781,-0.0306717,-0.0023748847,-0.053061612,-0.07150678,0.018372132,0.016646532,-0.0291445,-0.015740044,-0.034265388,-0.0916527,-0.0627069,-0.054488644,-0.0072748046,0.07311095,-0.052141547,0.045254394,-0.011214603,0.031610914,-0.009866383,0.037998926,-0.0318349,0.0010867304,0.0033647572,0.05989116,0.10702255,0.060084783,-0.08116718,-0.101046115,-0.025197685,-0.024033464,0.034605306,0.013688215,0.01608928,0.071599446,-0.031366907,0.013217152,0.081434585,-0.063657336,0.09454085,-0.061723836,0.073145196,0.027731746,0.028636044,0.03395232,0.04214552,0.037212208,-0.045836814,0.06399767,0.013863236,-0.014241137,0.048625458,0.010238729,-0.025694452,-0.12492711,-0.051601022,0.0541396,-0.039213933,0.05653544,-0.050872635,-0.024845276,-0.08806451,0.077015236,-0.06792,0.059003606,0.07520762,0.0708148,-0.0030662399,-0.026650244,0.06621555,0.066318914,-0.101792455,-0.039983056,0.028551107,-0.04722218,-0.0594643,-0.03073437,-0.044058036,-0.061057046,-0.08239798,0.021071553,0.020199122,-0.043435298
-0.06789152,0.07668956,-0.056524403,0.0743792,-0.04956739,0.02273425,-0.021624371,-0.0785729,-0.050589304,0.05264646,-0.067010984,0.0012524966,-0.05567129,0.02350423,-0.04082646,0.060819685,0.070771016,-0.043272756,-0.029842945,0.011377947,-0.05333238,-0.0717769,0.025230898,0.03011766,-0.055294447,-0.01202821,-0.049582154,-0.06670555,-0.058842055,-0.038521066,0.0008302564,0.0650067,-0.054757833,0.055105098,-0.020478712,0.018626876,-0.0051077865,0.05264639,-0.04084597,-0.00026718393,0.016568312,0.047372513,0.096384645,0.09313824,-0.07179304,-0.0929202,-0.024317473,-0.018597795,0.038196746,0.00035821972,0.016374577,0.08334748,-0.021848356,-0.0010993723,0.074391425,-0.07982117,0.09275021,-0.06426012,0.0655794,0.02052893,0.048540693,0.030342277,0.01737998,0.025577042,-0.05634223,0.03605523,0.04295689,-0.016442819,0.052472327,0.007603064,-0.024965813,-0.09209985,-0.0145945735,0.041368607,-0.030958042,0.0637736,-0.06953929,0.00025428087,-0.07858638,0.08915539,-0.06796369,0.07365874,0.067847274,0.05893068,-0.017007876,-0.029839689,0.062237293,0.06959621,-0.088216655,-0.043027624,0.032278072,-0.044864744,-0.055503927,-0.028429488,-0.051835213,-0.03222952,-0.05574335,0.034641728,0.029510526,-0.022943215
-0.06842206,0.06501049,-0.06839078,0.07967459,-0.047098406,0.03819701,-0.03132458,-0.098052725,-0.052579403,0.06279815,-0.055517394,-0.01594227,-0.057208564,0.012663586,-0.030998629,0.05402565,0.08802673,-0.039689496,-0.02973582,0.0033667837,-0.059336364,-0.075907364,0.034081556,0.008566968,-0.048328057,-0.00788204,-0.047005985,-0.06366156,-0.06477027,-0.05205331,0.009232895,0.08102904,-0.05142603,0.047120295,-0.011290044,0.011358436,0.0020150393,0.043957185,-0.04955115,-0.007895259,0.0041010156,0.044920214,0.11327829,0.07531518,-0.08675161,-0.09570554,-0.026023395,-0.029087903,0.05061842,0.007903604,0.02158242,0.08813347,-0.021823253,0.003684871,0.09233286,-0.08041446,0.09311984,-0.06464767,0.07575173,0.017808758,0.030413987,0.021514362,0.027634397,0.0313502,-0.058584258,0.037053484,0.020598583,-0.01440073,0.03673756,9.3687326e-05,-0.032220796,-0.11061966,-0.018061016,0.0469855,-0.029191611,0.069520906,-0.05661913,-0.0019403026,-0.08352845,0.0869364,-0.058299303,0.06958986,0.046709165,0.062207244,-0.017719533,-0.027619937,0.06608093,0.08405877,-0.107897535,-0.048344634,0.023795187,-0.054443587,-0.06591998,-0.02542289,-0.054484367,-0.039026957,-0.056618005,0.016904663,0.035951324,-0.015521927
-0.07768427,0.071309395,-0.05837414,0.08379828,-0.045267638,0.0277467,-0.040648084,-0.07479589,-0.04997027,0.053263452,-0.06340897,-0.004360782,-0.049570475,0.0060896594,-0.041609693,0.053102344,0.09571935,-0.0529037,-0.021476835,-0.015503875,-0.054365724,-0.0736489,0.02587701,-7.2047114e-05,-0.05517709,-0.027627176,-0.055040747,-0.076584294,-0.071977004,-0.025048532,0.002089316,0.084988296,-0.054348744,0.051829368,-0.020190278,0.010341892,0.002205044,0.05584479,-0.036016576,-0.0024679014,0.020517975,0.04205945,0.112140015,0.085522056,-0.074964866,-0.0869235,-0.039515607,-0.026057677,0.019014232,0.01326242,0.022544332,0.08596904,-0.03138797,0.002699133,0.08565409,-0.068397805,0.09490869,-0.055918187,0.07575277,0.022582427,0.03456275,0.028622463,0.01686742,0.023664773,-0.06706215,0.039160807,0.035223596,-0.0124416,0.031961463,-0.007279165,-0.033537682,-0.10149296,-0.027841095,0.05079657,-0.035193536,0.05174699,-0.06434308,-0.0017037243,-0.09868281,0.07588597,-0.051958375,0.068558075,0.047147002,0.049642805,-0.008049245,-0.017008543,0.057613086,0.09485212,-0.101383984,-0.052590664,0.015652852,-0.051994644,-0.059912577,-0.015717953,-0.05153174,-0.036910113,-0.05140588,0.021597989,0.034312487,-0.02375549
